6239 = number of voxels
2 = number of ROIs
X-MNI,Y-MNI,Z-MNI,Lobe,Structure,Brodmann area,ROI-number [1...2] (if zero then not included in any ROI)
-55,-70,25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,0
-55,-65,25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,0
-55,-60,25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,0
-55,-55,25,Parietal Lobe,Supramarginal Gyrus,Brodmann area 40,0
-55,-50,25,Temporal Lobe,Supramarginal Gyrus,Brodmann area 40,0
-55,-45,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,0
-55,-35,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,0
-55,-30,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,0
-55,0,25,Frontal Lobe,Precentral Gyrus,Brodmann area 6,0
-55,5,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,0
-55,10,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 45,0
-55,20,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,0
-55,25,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 46,0
-50,-75,25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,0
-50,-65,25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,0
-50,-60,25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,0
-50,-50,25,Temporal Lobe,Supramarginal Gyrus,Brodmann area 40,0
-50,-30,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,0
-50,-5,25,Frontal Lobe,Precentral Gyrus,Brodmann area 6,0
-50,0,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,0
-50,10,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 44,0
-50,15,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,0
-50,20,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,0
-50,25,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 45,0
-50,30,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 46,0
-45,-80,25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,0
-45,-75,25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,0
-45,-65,25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,0
-45,-60,25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,0
-45,-5,25,Frontal Lobe,Precentral Gyrus,Brodmann area 6,0
-45,0,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,0
-45,15,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,0
-45,20,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 46,0
-45,30,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 46,0
-45,40,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 46,0
-40,-85,25,Occipital Lobe,Superior Occipital Gyrus,Brodmann area 19,0
-40,-80,25,Occipital Lobe,Superior Occipital Gyrus,Brodmann area 19,0
-40,-75,25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,0
-40,-65,25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,0
-40,-60,25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,0
-40,-55,25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,0
-40,40,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,0
-40,45,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,0
-35,-80,25,Occipital Lobe,Superior Occipital Gyrus,Brodmann area 19,0
-35,-75,25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,0
-35,-65,25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,0
-35,-60,25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,0
-35,-55,25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,0
-35,40,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,0
-35,45,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,0
-35,50,25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,0
-30,-90,25,Occipital Lobe,Cuneus,Brodmann area 19,0
-30,-85,25,Occipital Lobe,Superior Occipital Gyrus,Brodmann area 19,0
-30,-60,25,Temporal Lobe,Sub-Gyral,Brodmann area 39,0
-30,40,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,0
-30,45,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,0
-30,50,25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,0
-25,-85,25,Occipital Lobe,Cuneus,Brodmann area 19,0
-25,45,25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,0
-25,50,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,0
-25,55,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,0
-20,-95,25,Occipital Lobe,Cuneus,Brodmann area 19,0
-20,-85,25,Occipital Lobe,Cuneus,Brodmann area 18,0
-20,-80,25,Occipital Lobe,Precuneus,Brodmann area 31,0
-20,-45,25,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,0
-20,35,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,0
-20,45,25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,0
-20,50,25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,0
-20,55,25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,0
-20,60,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,0
-15,-95,25,Occipital Lobe,Cuneus,Brodmann area 19,0
-15,-90,25,Occipital Lobe,Cuneus,Brodmann area 19,0
-15,-85,25,Occipital Lobe,Cuneus,Brodmann area 18,0
-15,-80,25,Occipital Lobe,Cuneus,Brodmann area 18,0
-15,-75,25,Occipital Lobe,Precuneus,Brodmann area 31,0
-15,-70,25,Parietal Lobe,Precuneus,Brodmann area 31,0
-15,-65,25,Occipital Lobe,Precuneus,Brodmann area 31,0
-15,-60,25,Limbic Lobe,Precuneus,Brodmann area 31,0
-15,-45,25,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,0
-15,35,25,Limbic Lobe,Anterior Cingulate,Brodmann area 32,0
-15,40,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,0
-15,60,25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,0
-10,-95,25,Occipital Lobe,Cuneus,Brodmann area 19,0
-10,-90,25,Occipital Lobe,Cuneus,Brodmann area 19,0
-10,-85,25,Occipital Lobe,Cuneus,Brodmann area 18,0
-10,-80,25,Occipital Lobe,Cuneus,Brodmann area 18,0
-10,-75,25,Occipital Lobe,Precuneus,Brodmann area 31,0
-10,-70,25,Parietal Lobe,Precuneus,Brodmann area 31,0
-10,-65,25,Occipital Lobe,Precuneus,Brodmann area 31,0
-10,-60,25,Occipital Lobe,Precuneus,Brodmann area 31,0
-10,20,25,Limbic Lobe,Anterior Cingulate,Brodmann area 24,0
-10,25,25,Limbic Lobe,Anterior Cingulate,Brodmann area 32,0
-10,35,25,Limbic Lobe,Anterior Cingulate,Brodmann area 32,0
-10,40,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,0
-10,50,25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 9,0
-5,-95,25,Occipital Lobe,Cuneus,Brodmann area 19,0
-5,-90,25,Occipital Lobe,Cuneus,Brodmann area 19,0
-5,-85,25,Occipital Lobe,Cuneus,Brodmann area 19,0
-5,-80,25,Occipital Lobe,Cuneus,Brodmann area 18,0
-5,-75,25,Occipital Lobe,Precuneus,Brodmann area 31,0
-5,-65,25,Occipital Lobe,Precuneus,Brodmann area 31,0
-5,-60,25,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,0
-5,-55,25,Limbic Lobe,Posterior Cingulate,Brodmann area 31,0
-5,-45,25,Limbic Lobe,Posterior Cingulate,Brodmann area 23,0
-5,-40,25,Limbic Lobe,Posterior Cingulate,Brodmann area 23,0
-5,-35,25,Limbic Lobe,Posterior Cingulate,Brodmann area 23,0
-5,-30,25,Limbic Lobe,Posterior Cingulate,Brodmann area 23,0
-5,10,25,Limbic Lobe,Anterior Cingulate,Brodmann area 33,0
-5,20,25,Limbic Lobe,Anterior Cingulate,Brodmann area 24,0
-5,25,25,Limbic Lobe,Anterior Cingulate,Brodmann area 24,0
-5,30,25,Limbic Lobe,Anterior Cingulate,Brodmann area 32,0
-5,35,25,Limbic Lobe,Anterior Cingulate,Brodmann area 32,0
-5,40,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,0
-5,45,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,0
-5,50,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,0
-5,55,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 10,0
-5,60,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 10,0
0,-90,25,Occipital Lobe,Cuneus,Brodmann area 19,0
0,-85,25,Occipital Lobe,Cuneus,Brodmann area 18,0
0,-80,25,Occipital Lobe,Cuneus,Brodmann area 18,0
0,-75,25,Occipital Lobe,Precuneus,Brodmann area 31,0
0,-70,25,Occipital Lobe,Precuneus,Brodmann area 31,0
0,-65,25,Occipital Lobe,Precuneus,Brodmann area 31,0
0,-60,25,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,0
0,-55,25,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,0
0,-50,25,Limbic Lobe,Posterior Cingulate,Brodmann area 23,0
0,-45,25,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,0
0,-40,25,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,0
0,-35,25,Limbic Lobe,Cingulate Gyrus,Brodmann area 23,0
0,20,25,Limbic Lobe,Anterior Cingulate,Brodmann area 33,0
0,25,25,Limbic Lobe,Anterior Cingulate,Brodmann area 24,0
0,30,25,Limbic Lobe,Anterior Cingulate,Brodmann area 24,0
0,35,25,Limbic Lobe,Anterior Cingulate,Brodmann area 32,0
0,50,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,0
0,55,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,0
5,-95,25,Occipital Lobe,Cuneus,Brodmann area 19,0
5,-90,25,Occipital Lobe,Cuneus,Brodmann area 19,0
5,-85,25,Occipital Lobe,Cuneus,Brodmann area 18,0
5,-80,25,Occipital Lobe,Cuneus,Brodmann area 18,0
5,-75,25,Occipital Lobe,Precuneus,Brodmann area 31,0
5,-70,25,Parietal Lobe,Precuneus,Brodmann area 31,0
5,-65,25,Occipital Lobe,Precuneus,Brodmann area 31,0
5,-60,25,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,0
5,-55,25,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,0
5,-50,25,Limbic Lobe,Posterior Cingulate,Brodmann area 23,0
5,-45,25,Limbic Lobe,Posterior Cingulate,Brodmann area 23,0
5,-40,25,Limbic Lobe,Posterior Cingulate,Brodmann area 23,0
5,-35,25,Limbic Lobe,Posterior Cingulate,Brodmann area 23,0
5,-30,25,Limbic Lobe,Posterior Cingulate,Brodmann area 23,0
5,10,25,Limbic Lobe,Anterior Cingulate,Brodmann area 33,0
5,15,25,Limbic Lobe,Anterior Cingulate,Brodmann area 24,0
5,20,25,Limbic Lobe,Anterior Cingulate,Brodmann area 24,0
5,25,25,Limbic Lobe,Anterior Cingulate,Brodmann area 24,0
5,30,25,Limbic Lobe,Anterior Cingulate,Brodmann area 32,0
5,35,25,Limbic Lobe,Anterior Cingulate,Brodmann area 32,0
5,40,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,0
5,45,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,0
5,50,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,0
5,55,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 10,0
5,60,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 10,0
10,-95,25,Occipital Lobe,Cuneus,Brodmann area 19,0
10,-90,25,Occipital Lobe,Cuneus,Brodmann area 19,0
10,-85,25,Occipital Lobe,Cuneus,Brodmann area 19,0
10,-80,25,Occipital Lobe,Cuneus,Brodmann area 18,0
10,-75,25,Occipital Lobe,Precuneus,Brodmann area 31,0
10,-65,25,Occipital Lobe,Precuneus,Brodmann area 31,0
10,-60,25,Occipital Lobe,Precuneus,Brodmann area 31,0
10,20,25,Limbic Lobe,Anterior Cingulate,Brodmann area 24,0
10,25,25,Limbic Lobe,Anterior Cingulate,Brodmann area 32,0
10,35,25,Limbic Lobe,Anterior Cingulate,Brodmann area 32,0
10,40,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,0
10,50,25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 9,0
15,-95,25,Occipital Lobe,Cuneus,Brodmann area 19,0
15,-90,25,Occipital Lobe,Cuneus,Brodmann area 19,0
15,-85,25,Occipital Lobe,Cuneus,Brodmann area 18,0
